1,umibyewin,3536,8.45,2019/04/24,guterham
2,umibyewin,3536,8.45,2019/10/30,siosatou
3,umibyewin,3536,8.76,2019/07/20,Sakiko
4,umibyewin,3536,9.03,2019/10/27,でら
5,umibyewin,3536,9.18,2019/04/24,KawaseFan
6,umibyewin,3536,9.26,2019/04/24,Nordanix
7,umibyewin,3536,9.28,2019/07/20,akira
8,umibyewin,3536,9.43,2019/04/24,Ico
9,umibyewin,3536,9.50,2019/04/24,moog
10,umibyewin,3536,9.58,2019/04/24,らむてが(Ramtieger)
11,umibyewin,3536,9.76,2019/08/23,cute_hikkychang
12,umibyewin,3536,9.90,2019/04/24,Akari Telepath
13,umibyewin,3536,10.01,2019/04/24,Harucani
14,umibyewin,3536,10.56,2019/04/24,あきつ
15,umibyewin,3536,11.23,2019/04/24,おるとEX
16,umibyewin,3536,11.30,2019/04/24,gori.sh
17,umibyewin,3536,11.70,2019/04/24,ama
18,umibyewin,3536,12.18,2019/07/20,わあい
19,umibyewin,3536,12.35,2019/07/20,Getter1
20,umibyewin,3536,12.41,2019/04/24,ffviplayer
