1,umibyewin,46E4,23.83,2019/04/24,guterham
2,umibyewin,46E4,24.10,2019/07/20,ama
3,umibyewin,46E4,24.20,2019/10/27,でら
4,umibyewin,46E4,25.03,2019/07/20,SE606
5,umibyewin,46E4,25.38,2019/07/20,akira
6,umibyewin,46E4,25.91,2019/07/20,らむてが(Ramtieger)
7,umibyewin,46E4,27.33,2019/07/20,わあい
8,umibyewin,46E4,27.48,2019/04/24,Nordanix
9,umibyewin,46E4,27.75,2019/04/24,ふぁじい
10,umibyewin,46E4,28.71,2019/09/28,Ico
11,umibyewin,46E4,28.86,2019/04/24,おるとEX
12,umibyewin,46E4,30.05,2019/04/24,TKDL
13,umibyewin,46E4,30.50,2019/10/27,Akari Telepath
14,umibyewin,46E4,30.85,2019/04/24,KawaseFan
15,umibyewin,46E4,31.53,2019/04/24,Wanikun
16,umibyewin,46E4,34.86,2019/04/24,matumoti
17,umibyewin,46E4,35.55,2019/04/24,ffviplayer
18,umibyewin,46E4,43.85,2019/07/20,Harucani
19,umibyewin,46E4,43.95,2019/04/24,SDL2TLV
20,umibyewin,46E4,46.13,2019/04/24,yontanhaa
