1,umibyewin,1617,9.66,2019/10/30,siosatou
2,umibyewin,1617,9.70,2019/04/24,guterham
3,umibyewin,1617,9.80,2019/04/24,ふぁじい
4,umibyewin,1617,10.13,2019/04/24,わあい
5,umibyewin,1617,10.38,2019/04/24,らむてが(Ramtieger)
6,umibyewin,1617,10.56,2019/10/27,Nordanix
7,umibyewin,1617,10.68,2019/04/24,ama
8,umibyewin,1617,11.33,2019/07/20,akira
9,umibyewin,1617,11.93,2019/04/24,gori.sh
10,umibyewin,1617,11.95,2020/01/03,Akari Telepath
11,umibyewin,1617,11.96,2019/10/30,でら
12,umibyewin,1617,11.98,2019/08/23,cute_hikkychang
13,umibyewin,1617,13.41,2019/04/24,Ico
14,umibyewin,1617,13.65,2019/04/24,KawaseFan
15,umibyewin,1617,13.93,2019/04/24,Wanikun
16,umibyewin,1617,16.26,2019/04/24,[deleted]
17,umibyewin,1617,16.50,2019/07/20,Getter1
18,umibyewin,1617,18.58,2019/04/24,SDL2TLV
19,umibyewin,1617,19.88,2019/04/24,Marioscousins
20,umibyewin,1617,19.93,2019/04/24,Coelun
