1,umibyewin,2627,4.65,2020/01/12,Nordanix
2,umibyewin,2627,4.65,2019/04/24,guterham
3,umibyewin,2627,4.70,2019/04/24,gori.sh
4,umibyewin,2627,4.73,2019/04/24,らむてが(Ramtieger)
5,umibyewin,2627,4.73,2019/07/20,akira
6,umibyewin,2627,4.78,2019/04/24,わあい
7,umibyewin,2627,4.78,2019/04/24,Akari Telepath
8,umibyewin,2627,4.81,2019/04/24,KawaseFan
9,umibyewin,2627,4.85,2019/04/24,あきつ
10,umibyewin,2627,4.85,2019/04/24,ama
11,umibyewin,2627,4.86,2019/10/30,でら
12,umibyewin,2627,4.88,2019/09/28,Ico
13,umibyewin,2627,4.88,2019/07/20,Sakiko
14,umibyewin,2627,5.11,2019/04/24,cute_hikkychang
15,umibyewin,2627,5.21,2019/09/14,Level_Select
16,umibyewin,2627,5.45,2019/04/24,tooro
17,umibyewin,2627,5.56,2019/04/24,Dr.L
18,umibyewin,2627,5.63,2019/04/24,SDL2TLV
19,umibyewin,2627,6.06,2019/04/24,[deleted]
20,umibyewin,2627,6.40,2019/07/20,Getter1
