1,umibyewin,1216,3.25,2019/04/24,guterham
2,umibyewin,1216,3.30,2019/04/24,ふぁじい
3,umibyewin,1216,3.35,2019/04/24,らむてが(Ramtieger)
4,umibyewin,1216,3.38,2020/03/20,gori.sh
5,umibyewin,1216,3.48,2019/10/30,でら
6,umibyewin,1216,3.50,2020/03/14,Nordanix
7,umibyewin,1216,4.00,2019/07/20,akira
8,umibyewin,1216,4.03,2019/04/24,ama
9,umibyewin,1216,4.03,2019/04/24,SE606
10,umibyewin,1216,4.10,2019/09/28,Ico
11,umibyewin,1216,4.38,2019/04/24,tooro
12,umibyewin,1216,4.40,2019/04/24,ゞ Tonny 〆
13,umibyewin,1216,4.40,2019/08/23,cute_hikkychang
14,umibyewin,1216,4.41,2019/04/24,わあい
15,umibyewin,1216,4.45,2019/07/20,Sakiko
16,umibyewin,1216,4.53,2019/04/24,Darkpan
17,umibyewin,1216,4.53,2019/04/24,matumoti
18,umibyewin,1216,4.76,2019/04/24,[deleted]
19,umibyewin,1216,4.80,2020/03/28,inu
20,umibyewin,1216,4.85,2019/04/24,Momothug
