1,umibyewin,0809,5.11,2019/04/24,guterham
2,umibyewin,0809,5.20,2019/04/24,らむてが(Ramtieger)
3,umibyewin,0809,5.21,2020/03/20,Nordanix
4,umibyewin,0809,5.21,2019/04/24,cos
5,umibyewin,0809,5.25,2020/03/20,gori.sh
6,umibyewin,0809,5.25,2019/04/24,akira
7,umibyewin,0809,5.26,2019/10/27,でら
8,umibyewin,0809,5.30,2019/04/24,ama
9,umibyewin,0809,5.31,2019/04/24,cute_hikkychang
10,umibyewin,0809,5.33,2019/04/24,Ico
11,umibyewin,0809,5.36,2019/04/24,わあい
12,umibyewin,0809,5.41,2019/07/20,Sakiko
13,umibyewin,0809,5.53,2020/03/28,inu
14,umibyewin,0809,5.81,2019/04/24,KawaseFan
15,umibyewin,0809,6.10,2019/04/24,[deleted]
16,umibyewin,0809,6.15,2019/04/24,monadetennis
17,umibyewin,0809,6.16,2019/04/24,Quasar
18,umibyewin,0809,6.20,2019/04/24,tooro
19,umibyewin,0809,6.36,2019/04/24,Harucani
20,umibyewin,0809,6.81,2019/07/20,hal900hp
