1,umibyewin,2957,10.35,2019/07/20,ふぁじい
2,umibyewin,2957,10.43,2019/04/24,guterham
3,umibyewin,2957,11.50,2019/07/20,gori.sh
4,umibyewin,2957,11.75,2019/10/30,でら
5,umibyewin,2957,11.76,2020/01/12,Nordanix
6,umibyewin,2957,12.18,2019/04/24,cute_hikkychang
7,umibyewin,2957,12.26,2019/07/20,akira
8,umibyewin,2957,12.51,2019/04/24,らむてが(Ramtieger)
9,umibyewin,2957,13.00,2019/07/20,わあい
10,umibyewin,2957,13.25,2019/04/24,Akari Telepath
11,umibyewin,2957,13.68,2019/04/24,Ico
12,umibyewin,2957,13.88,2019/04/24,ama
13,umibyewin,2957,14.35,2019/04/24,Wanikun
14,umibyewin,2957,14.55,2019/04/24,KawaseFan
15,umibyewin,2957,16.80,2019/07/20,Sakiko
16,umibyewin,2957,20.26,2019/04/24,[deleted]
17,umibyewin,2957,21.18,2019/04/24,tooro
18,umibyewin,2957,22.81,2019/07/20,badlose
19,umibyewin,2957,23.43,2019/04/24,Marioscousins
20,umibyewin,2957,23.86,2019/04/24,ffviplayer
