1,freshjp,Q30_Ct,22.06,2019/07/19,とおろ
2,freshjp,Q30_Ct,22.88,2019/05/27,manchofu
3,freshjp,Q30_Ct,30.91,2019/08/27,SDL2
4,freshjp,Q30_Ct,31.16,2019/05/26,cos
5,freshjp,Q30_Ct,38.76,2019/06/04,HAL900
6,freshjp,Q30_Ct,41.60,2019/12/04,パロ・ウル
7,freshjp,Q30_Ct,44.76,2019/08/04,ふじやま
8,freshjp,Q30_Ct,45.20,2019/09/06,もも
9,freshjp,Q30_Ct,49.08,2019/06/10,ATI
10,freshjp,Q30_Ct,50.45,2019/05/26,みっちゃん!
11,freshjp,Q30_Ct,56.48,2019/11/06,さわのつり
12,freshjp,Q30_Ct,1.07.56,2019/06/13,ブルータス
13,freshjp,Q30_Ct,1.11.90,2019/05/25,まもる
14,freshjp,Q30_Ct,1.31.20,2019/05/31,ワニくん
15,freshjp,Q30_Ct,1.52.31,2019/07/21,いまでぃ
16,freshjp,Q30_Ct,2.11.18,2019/08/12,あき
17,freshjp,Q30_Ct,2.15.43,2019/06/27,TH
18,freshjp,Q30_Ct,2.23.73,2019/05/14,えみち
19,freshjp,Q30_Ct,2.51.15,2019/05/05,ロケットパンチ
