1,freshjp,Qc06_Ct,45.40,2019/09/14,SDL2
2,freshjp,Qc06_Ct,53.35,2019/11/17,パロ・ウル
3,freshjp,Qc06_Ct,54.06,2019/11/01,HAL900
4,freshjp,Qc06_Ct,1.02.11,2019/07/25,みっちゃん!
5,freshjp,Qc06_Ct,1.06.23,2019/08/23,ZZ_Rinrei#
6,freshjp,Qc06_Ct,1.06.63,2019/05/25,まもる
7,freshjp,Qc06_Ct,1.18.21,2019/06/23,サムソン・アラン
8,freshjp,Qc06_Ct,1.25.85,2019/05/06,Protocol
9,freshjp,Qc06_Ct,1.37.68,2019/07/25,TH
10,freshjp,Qc06_Ct,1.38.10,2019/05/07,わあい
11,freshjp,Qc06_Ct,1.40.06,2019/10/05,Pat
12,freshjp,Qc06_Ct,2.03.58,2019/05/25,テンケイ
13,freshjp,Qc06_Ct,2.22.91,2019/08/01,いまでぃ
