1,freshjp,Q33_Ct,35.70,2020/02/23,SDL2
2,freshjp,Q33_Ct,55.43,2020/02/04,パロ・ウル
3,freshjp,Q33_Ct,1.02.96,2019/06/22,HAL900
4,freshjp,Q33_Ct,1.14.58,2019/06/15,みっちゃん!
5,freshjp,Q33_Ct,1.22.86,2019/05/27,まもる
6,freshjp,Q33_Ct,1.31.36,2019/06/10,ATI
7,freshjp,Q33_Ct,1.56.30,2019/11/06,さわのつり
8,freshjp,Q33_Ct,2.14.25,2019/05/12,pball
9,freshjp,Q33_Ct,2.16.53,2019/05/25,わあい
10,freshjp,Q33_Ct,2.23.30,2019/07/22,いまでぃ
11,freshjp,Q33_Ct,2.29.35,2019/09/17,Pat
12,freshjp,Q33_Ct,2.59.83,2019/06/30,TH
