1,freshjp,Qc05_Ct,45.76,2019/09/14,SDL2
2,freshjp,Qc05_Ct,47.45,2020/01/30,パロ・ウル
3,freshjp,Qc05_Ct,47.68,2019/06/12,とおろ
4,freshjp,Qc05_Ct,49.88,2019/06/23,HAL900
5,freshjp,Qc05_Ct,1.04.45,2019/07/22,みっちゃん!
6,freshjp,Qc05_Ct,1.06.86,2019/08/23,ZZ_Rinrei#
7,freshjp,Qc05_Ct,1.09.43,2019/05/22,まもる
8,freshjp,Qc05_Ct,1.25.00,2019/05/07,わあい
9,freshjp,Qc05_Ct,1.47.98,2019/07/25,TH
10,freshjp,Qc05_Ct,2.53.70,2020/01/01,しろろ
11,freshjp,Qc05_Ct,3.31.16,2020/03/23,みもち
12,freshjp,Qc05_Ct,3.56.30,2019/06/23,ワドワド
13,freshjp,Qc05_Ct,4.09.38,2019/08/01,いまでぃ
