1,freshjp,Qc05_Kw,46.91,2019/07/22,gori.sh
2,freshjp,Qc05_Kw,53.91,2019/09/26,パロ・ウル
3,freshjp,Qc05_Kw,1.00.80,2019/06/15,HAL900
4,freshjp,Qc05_Kw,1.12.06,2019/07/22,みっちゃん!
5,freshjp,Qc05_Kw,1.26.73,2019/07/28,hibaly
6,freshjp,Qc05_Kw,2.13.18,2019/05/04,コンビニうけとり
7,freshjp,Qc05_Kw,2.13.61,2019/05/23,ぴす
8,freshjp,Qc05_Kw,2.18.28,2019/05/20,pball
9,freshjp,Qc05_Kw,2.40.40,2019/06/20,TH
10,freshjp,Qc05_Kw,2.52.51,2019/05/25,まもる
11,freshjp,Qc05_Kw,2.53.80,2019/05/04,ワニくん
12,freshjp,Qc05_Kw,2.55.73,2019/05/05,SDL2
13,freshjp,Qc05_Kw,2.57.83,2019/07/22,ndreams
14,freshjp,Qc05_Kw,3.12.81,2019/05/04,Meesтея T.
15,freshjp,Qc05_Kw,3.22.90,2019/05/31,コメン ツイ
16,freshjp,Qc05_Kw,4.41.08,2019/07/19,いまでぃ
