1,freshjp,Ch18UK42_Kw,18.25,2019/09/30,みきちず
2,freshjp,Ch18UK42_Kw,26.15,2019/09/30,SDL2
3,freshjp,Ch18UK42_Kw,26.53,2019/09/30,パロ・ウル
4,freshjp,Ch18UK42_Kw,28.21,2019/09/30,タクマ
5,freshjp,Ch18UK42_Kw,40.66,2019/09/30,Days
6,freshjp,Ch18UK42_Kw,47.15,2019/09/30,hibaly
7,freshjp,Ch18UK42_Kw,1.00.68,2019/09/30,glifts
8,freshjp,Ch18UK42_Kw,1.35.71,2019/09/30,T(かり)
9,freshjp,Ch18UK42_Kw,2.14.30,2019/09/30,Drifter
10,freshjp,Ch18UK42_Kw,3.13.55,2019/09/30,kab
11,freshjp,Ch18UK42_Kw,3.30.81,2019/09/30,gori.sh
12,freshjp,Ch18UK42_Kw,3.46.05,2019/09/30,CWS
13,freshjp,Ch18UK42_Kw,5.01.98,2019/09/30,わあい
14,freshjp,Ch18UK42_Kw,6.40.66,2019/09/30,とおろ
