1,freshjp,Ch13rain_Ct,28.38,2019/05/15,こんたん
2,freshjp,Ch13rain_Ct,46.83,2019/05/15,SDL2
3,freshjp,Ch13rain_Ct,54.70,2019/05/15,HAL900
4,freshjp,Ch13rain_Ct,1.04.80,2019/05/15,SSS
5,freshjp,Ch13rain_Ct,1.07.65,2019/05/15,145
6,freshjp,Ch13rain_Ct,1.11.81,2019/05/15,&#32;
7,freshjp,Ch13rain_Ct,1.15.63,2019/05/15,まもる
8,freshjp,Ch13rain_Ct,1.16.33,2019/05/15,タドゥー
9,freshjp,Ch13rain_Ct,1.25.31,2019/05/15,かわもと きしお
10,freshjp,Ch13rain_Ct,1.30.61,2019/05/15,てとら
11,freshjp,Ch13rain_Ct,1.37.53,2019/05/15,NECOMATA
12,freshjp,Ch13rain_Ct,1.40.90,2019/05/15,naru
13,freshjp,Ch13rain_Ct,1.44.18,2019/05/16,Tail
14,freshjp,Ch13rain_Ct,2.17.90,2019/05/15,pball
15,freshjp,Ch13rain_Ct,2.25.63,2019/05/19,みなみぜう
16,freshjp,Ch13rain_Ct,2.57.63,2019/05/15,テンケイ
