1,freshjp,Ch05dog_Ct,16.96,2019/05/12,manchofu
2,freshjp,Ch05dog_Ct,23.35,2019/05/31,Woop
3,freshjp,Ch05dog_Ct,27.25,2019/05/05,こびと
4,freshjp,Ch05dog_Ct,34.85,2019/05/19,SH_M-KAI
5,freshjp,Ch05dog_Ct,35.26,2019/05/22,まもる
6,freshjp,Ch05dog_Ct,36.68,2019/05/08,HAL900
7,freshjp,Ch05dog_Ct,36.80,2019/05/12,SDL2
8,freshjp,Ch05dog_Ct,39.68,2019/05/05,こんたん
9,freshjp,Ch05dog_Ct,39.85,2019/05/12,X
10,freshjp,Ch05dog_Ct,41.20,2019/05/05,とまとぴゅーれ
11,freshjp,Ch05dog_Ct,49.06,2019/05/05,ひすい
12,freshjp,Ch05dog_Ct,50.21,2019/05/07,Stephen
13,freshjp,Ch05dog_Ct,53.53,2019/05/29,KANDWA
14,freshjp,Ch05dog_Ct,54.26,2019/05/05,AKTK
15,freshjp,Ch05dog_Ct,56.86,2019/05/10,てとら
16,freshjp,Ch05dog_Ct,57.25,2019/05/20,かまくら
17,freshjp,Ch05dog_Ct,57.40,2019/05/05,gori.sh
18,freshjp,Ch05dog_Ct,1.02.75,2019/05/05,みなみぜう
19,freshjp,Ch05dog_Ct,1.04.81,2019/05/10,タドゥー
20,freshjp,Ch05dog_Ct,1.08.73,2019/05/05,naru
