1,freshjp,Ch19shun42_Ct,14.25,2019/10/15,SDL2
2,freshjp,Ch19shun42_Ct,15.01,2019/10/13,cos
3,freshjp,Ch19shun42_Ct,17.21,2019/10/01,こびと
4,freshjp,Ch19shun42_Ct,22.75,2019/10/06,HAL900
5,freshjp,Ch19shun42_Ct,27.03,2019/10/06,わあい
6,freshjp,Ch19shun42_Ct,36.63,2019/10/02,CWS
7,freshjp,Ch19shun42_Ct,43.55,2019/09/30,Drifter
8,freshjp,Ch19shun42_Ct,47.90,2019/10/01,フォール
9,freshjp,Ch19shun42_Ct,1.39.05,2019/10/13,レンタヒーロー
10,freshjp,Ch19shun42_Ct,3.03.28,2019/10/07,ねこだいすき
11,freshjp,Ch19shun42_Ct,3.31.88,2019/10/15,どりる
12,freshjp,Ch19shun42_Ct,4.05.41,2019/10/03,ATI
13,freshjp,Ch19shun42_Ct,4.28.35,2019/10/02,145
