1,freshjp,Ch18UK42_Ct,6.48,2019/10/12,SDL2
2,freshjp,Ch18UK42_Ct,7.35,2019/10/01,わあい
3,freshjp,Ch18UK42_Ct,10.26,2019/10/01,こびと
4,freshjp,Ch18UK42_Ct,11.76,2019/10/06,HAL900
5,freshjp,Ch18UK42_Ct,14.40,2019/10/11,ヒトかナニか
6,freshjp,Ch18UK42_Ct,14.45,2019/10/01,ATI
7,freshjp,Ch18UK42_Ct,14.51,2019/09/30,CWS
8,freshjp,Ch18UK42_Ct,16.93,2019/10/07,Pat
9,freshjp,Ch18UK42_Ct,19.75,2019/10/10,gori.sh
10,freshjp,Ch18UK42_Ct,21.76,2019/09/30,えびす!
11,freshjp,Ch18UK42_Ct,22.30,2019/10/01,フォール
12,freshjp,Ch18UK42_Ct,23.76,2019/10/12,レンタヒーロー
13,freshjp,Ch18UK42_Ct,25.50,2019/10/01,ほねなしちきん
14,freshjp,Ch18UK42_Ct,1.11.38,2019/10/06,ねこだいすき
