1,freshjp,Ch20sayonara32_Ct,8.15,2019/10/06,SDL2
2,freshjp,Ch20sayonara32_Ct,8.33,2019/10/05,わあい
3,freshjp,Ch20sayonara32_Ct,10.25,2019/10/06,HAL900
4,freshjp,Ch20sayonara32_Ct,14.71,2019/10/01,ATI
5,freshjp,Ch20sayonara32_Ct,15.73,2019/10/15,りんれ一
6,freshjp,Ch20sayonara32_Ct,16.38,2019/10/19,おに
7,freshjp,Ch20sayonara32_Ct,18.33,2019/10/13,レンタヒーロー
8,freshjp,Ch20sayonara32_Ct,18.86,2019/10/11,ヒトかナニか
9,freshjp,Ch20sayonara32_Ct,23.88,2019/10/01,フォール
10,freshjp,Ch20sayonara32_Ct,23.90,2019/09/30,CWS
11,freshjp,Ch20sayonara32_Ct,44.01,2019/10/07,ねこだいすき
12,freshjp,Ch20sayonara32_Ct,44.05,2019/10/01,ほねなしちきん
13,freshjp,Ch20sayonara32_Ct,1.10.61,2019/09/30,OSSA
14,freshjp,Ch20sayonara32_Ct,3.55.48,2019/10/15,S H RADE
