1,freshjp,Q18_Ct,24.65,2019/05/14,manchofu
2,freshjp,Q18_Ct,29.10,2020/03/22,パロ・ウル
3,freshjp,Q18_Ct,31.18,2020/04/29,SDL2
4,freshjp,Q18_Ct,32.63,2019/07/16,もも
5,freshjp,Q18_Ct,33.31,2019/06/02,HAL900
6,freshjp,Q18_Ct,38.55,2019/10/07,CWS
7,freshjp,Q18_Ct,42.95,2019/07/15,ふじやま
8,freshjp,Q18_Ct,47.63,2019/05/23,みっちゃん!
9,freshjp,Q18_Ct,52.01,2019/10/19,さわのつり
10,freshjp,Q18_Ct,52.11,2019/05/21,まもる
11,freshjp,Q18_Ct,1.02.38,2019/05/31,ワニくん
12,freshjp,Q18_Ct,1.06.41,2019/12/21,ガチと〆とchanと
13,freshjp,Q18_Ct,1.06.60,2019/07/21,いまでぃ
14,freshjp,Q18_Ct,1.09.46,2019/06/22,TH
