1,freshjp,Q50_Kw,46.30,2019/06/17,manchofu
2,freshjp,Q50_Kw,59.45,2019/09/15,パロ・ウル
3,freshjp,Q50_Kw,1.02.08,2019/06/08,gori.sh
4,freshjp,Q50_Kw,1.14.21,2019/06/18,もも
5,freshjp,Q50_Kw,1.15.65,2019/06/20,みっちゃん!
6,freshjp,Q50_Kw,1.47.83,2019/05/05,SDL2
7,freshjp,Q50_Kw,1.50.31,2019/06/23,Muu
8,freshjp,Q50_Kw,1.50.43,2019/05/12,ワニくん
9,freshjp,Q50_Kw,1.51.01,2019/05/05,HAL900
10,freshjp,Q50_Kw,1.53.00,2019/07/15,いまでぃ
11,freshjp,Q50_Kw,1.54.11,2019/08/12,(ノ・ロ・)ノ
12,freshjp,Q50_Kw,1.56.13,2019/05/05,コンビニうけとり
13,freshjp,Q50_Kw,1.57.51,2019/05/05,フトクン
14,freshjp,Q50_Kw,2.12.76,2019/05/21,ぴす
15,freshjp,Q50_Kw,2.16.83,2019/05/27,えみち
16,freshjp,Q50_Kw,2.27.40,2019/07/28,Brian
17,freshjp,Q50_Kw,2.41.68,2019/10/24,さわのつり
18,freshjp,Q50_Kw,3.14.11,2019/06/14,ワドワド
