1,freshjp,Q42_Kw,51.91,2019/06/08,manchofu
2,freshjp,Q42_Kw,1.00.13,2019/06/21,わあい
3,freshjp,Q42_Kw,1.00.21,2019/05/14,あきつ
4,freshjp,Q42_Kw,1.08.05,2019/06/04,gori.sh
5,freshjp,Q42_Kw,1.10.45,2019/08/08,パロ・ウル
6,freshjp,Q42_Kw,1.14.91,2019/06/17,みっちゃん!
7,freshjp,Q42_Kw,1.47.06,2019/06/09,もも
8,freshjp,Q42_Kw,1.56.10,2019/05/20,pball
9,freshjp,Q42_Kw,2.30.38,2019/07/25,(ノ・ロ・)ノ
10,freshjp,Q42_Kw,2.30.48,2019/05/05,ワニくん
11,freshjp,Q42_Kw,3.01.01,2019/05/05,コンビニうけとり
12,freshjp,Q42_Kw,3.19.41,2019/05/21,ぴす
13,freshjp,Q42_Kw,3.41.28,2019/05/05,SDL2
14,freshjp,Q42_Kw,3.43.48,2019/05/05,HAL900
15,freshjp,Q42_Kw,3.47.85,2019/05/28,TH
16,freshjp,Q42_Kw,4.06.51,2019/05/21,Maza
17,freshjp,Q42_Kw,4.19.28,2019/07/14,いまでぃ
