1,freshjp,Ch17harami_Kw,47.50,2019/05/06,TKDL
2,freshjp,Ch17harami_Kw,1.06.00,2019/05/10,かいちょう
3,freshjp,Ch17harami_Kw,1.24.10,2019/05/06,&#32;
4,freshjp,Ch17harami_Kw,1.25.18,2019/05/05,Ess
5,freshjp,Ch17harami_Kw,1.30.36,2019/05/05,あきつ
6,freshjp,Ch17harami_Kw,1.35.46,2019/05/05,1switch
7,freshjp,Ch17harami_Kw,1.51.73,2019/05/05,SDL2
8,freshjp,Ch17harami_Kw,1.53.23,2019/05/05,べしべし
9,freshjp,Ch17harami_Kw,1.55.08,2019/05/05,ふぁじい
10,freshjp,Ch17harami_Kw,1.57.60,2019/05/05,akira6129
11,freshjp,Ch17harami_Kw,2.03.01,2019/05/05,manchofu
12,freshjp,Ch17harami_Kw,2.03.08,2019/05/05,ひすい
13,freshjp,Ch17harami_Kw,2.08.63,2019/05/05,みっちゃん!
14,freshjp,Ch17harami_Kw,3.28.06,2019/05/12,すいっち
