1,freshjp,Q35_Kw,1.12.95,2019/09/07,わあい
2,freshjp,Q35_Kw,1.19.71,2020/02/21,ワカ
3,freshjp,Q35_Kw,1.25.88,2019/06/22,gori.sh
4,freshjp,Q35_Kw,1.31.55,2019/06/15,みっちゃん!
5,freshjp,Q35_Kw,1.36.46,2019/08/15,パロ・ウル
6,freshjp,Q35_Kw,1.43.21,2019/06/15,ふぁじい
7,freshjp,Q35_Kw,1.47.26,2019/09/01,たにえる
8,freshjp,Q35_Kw,1.59.03,2019/05/10,あきつ
9,freshjp,Q35_Kw,2.26.35,2019/05/12,すて
10,freshjp,Q35_Kw,2.29.35,2019/05/30,ワニくん
11,freshjp,Q35_Kw,2.29.38,2019/06/04,もも
12,freshjp,Q35_Kw,2.30.95,2020/01/16,banjo4life
13,freshjp,Q35_Kw,2.37.81,2019/09/20,hibaly
14,freshjp,Q35_Kw,2.40.93,2019/08/03,SDL2
15,freshjp,Q35_Kw,2.51.91,2019/06/13,ソロ
16,freshjp,Q35_Kw,2.53.25,2019/05/19,pball
17,freshjp,Q35_Kw,3.13.43,2019/07/22,(ノ・ロ・)ノ
18,freshjp,Q35_Kw,3.24.50,2019/05/13,タクマ
19,freshjp,Q35_Kw,3.44.76,2019/07/22,Lvl_Select
20,freshjp,Q35_Kw,3.45.51,2019/05/05,REI
