1,freshjp,Q62_Kw,2.45.36,2019/06/27,gori.sh
2,freshjp,Q62_Kw,2.48.83,2019/06/29,わあい
3,freshjp,Q62_Kw,3.05.20,2019/08/17,パロ・ウル
4,freshjp,Q62_Kw,3.28.85,2019/07/04,みっちゃん!
5,freshjp,Q62_Kw,4.45.65,2019/06/18,Gold
6,freshjp,Q62_Kw,4.51.18,2019/05/05,HAL900
7,freshjp,Q62_Kw,5.10.43,2019/05/20,pball
8,freshjp,Q62_Kw,5.49.13,2019/06/09,TH
9,freshjp,Q62_Kw,5.49.51,2019/05/05,ワニくん
10,freshjp,Q62_Kw,6.00.65,2019/07/22,(ノ・ロ・)ノ
11,freshjp,Q62_Kw,6.02.46,2019/05/05,SDL2
12,freshjp,Q62_Kw,6.05.96,2019/05/05,コンビニうけとり
13,freshjp,Q62_Kw,6.10.41,2019/06/22,ワドワド
14,freshjp,Q62_Kw,6.57.13,2019/05/05,みなみぜう
15,freshjp,Q62_Kw,8.09.86,2019/07/18,いまでぃ
16,freshjp,Q62_Kw,8.49.00,2019/11/02,さわのつり
17,freshjp,Q62_Kw,9.04.98,2019/05/22,ぴす
